Trait,Database,Pathway_ID,Pathway_Name,GeneRatio,BgRatio,Gene_Count,P_value,FDR,Q_value,FDR_Significant_0.05,N_Traits_FDR_Significant,Traits_FDR_Significant,Entrez_Gene_IDs
Whole-body FFM,GO Molecular Function,GO:0016811,"hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides",1/337,72/18737,1,0.72998287704658,0.809612089799117,0.737723869867079,False,0,,FHIT
Whole-body FFM,GO Molecular Function,GO:0020037,heme binding,2/337,143/18737,2,0.731129285175733,0.809612089799117,0.737723869867079,False,0,,STC2/NOX4
Whole-body FFM,GO Molecular Function,GO:0003725,double-stranded RNA binding,1/337,73/18737,1,0.734858085749248,0.812211568459695,0.740092531947699,False,0,,MBNL1
Whole-body FFM,GO Molecular Function,GO:0044183,protein folding chaperone,1/337,75/18737,1,0.744346779671507,0.821155546804589,0.748242343937586,False,0,,HSPA5
Whole-body FFM,GO Molecular Function,GO:0008509,monoatomic anion transmembrane transporter activity,2/337,148/18737,2,0.748357119268026,0.821624014642898,0.748669214918072,False,0,,ANO1/SLC12A4
Whole-body FFM,GO Molecular Function,GO:0019003,GDP binding,1/337,76/18737,1,0.748963387497608,0.821624014642898,0.748669214918072,False,0,,RAB28
Whole-body FFM,GO Molecular Function,GO:0051536,iron-sulfur cluster binding,1/337,76/18737,1,0.748963387497608,0.821624014642898,0.748669214918072,False,0,,CIAO3
Whole-body FFM,GO Molecular Function,GO:0051540,metal cluster binding,1/337,77/18737,1,0.753496871148715,0.825058026509207,0.751798309153574,False,0,,CIAO3
Whole-body FFM,GO Molecular Function,GO:0019842,vitamin binding,2/337,150/18737,2,0.75497894409388,0.825144273470635,0.751876897953013,False,0,,DDC/PDXDC1
Whole-body FFM,GO Molecular Function,GO:0035064,methylated histone binding,1/337,79/18737,1,0.762320408473349,0.831622263789108,0.757779685407548,False,0,,SETD5
Whole-body FFM,GO Molecular Function,GO:0046906,tetrapyrrole binding,2/337,153/18737,2,0.764630122530894,0.83259724453364,0.758668094285039,False,0,,STC2/NOX4
Whole-body FFM,GO Molecular Function,GO:0016887,ATP hydrolysis activity,6/337,418/18737,6,0.766093641088908,0.832648911201993,0.758715173293617,False,0,,KIF1A/AFG2A/HSPA5/DDX6/ATAD5/DDX27
Whole-body FFM,GO Molecular Function,GO:0004386,helicase activity,2/337,154/18737,2,0.767773241912602,0.832934808569392,0.758975684858253,False,0,,DDX6/DDX27
Whole-body FFM,GO Molecular Function,GO:0005254,chloride channel activity,1/337,82/18737,1,0.774968732812077,0.839192660945675,0.764677881169618,False,0,,ANO1
Whole-body FFM,GO Molecular Function,GO:0016209,antioxidant activity,1/337,86/18737,1,0.790795269299227,0.853188290546689,0.777430791063846,False,0,,KDM3B
Whole-body FFM,GO Molecular Function,GO:0050660,flavin adenine dinucleotide binding,1/337,86/18737,1,0.790795269299227,0.853188290546689,0.777430791063846,False,0,,NOX4
Whole-body FFM,GO Molecular Function,GO:0016651,"oxidoreductase activity, acting on NAD(P)H",1/337,88/18737,1,0.79828729752911,0.859694012723657,0.783358847970536,False,0,,NOX4
Whole-body FFM,GO Molecular Function,GO:0015103,inorganic anion transmembrane transporter activity,2/337,166/18737,2,0.802728597601948,0.861321925894061,0.784842213175935,False,0,,ANO1/SLC12A4
Whole-body FFM,GO Molecular Function,GO:0015399,primary active transmembrane transporter activity,2/337,166/18737,2,0.802728597601948,0.861321925894061,0.784842213175935,False,0,,COX7A2L/CYBRD1
Whole-body FFM,GO Molecular Function,GO:0004866,endopeptidase inhibitor activity,2/337,168/18737,2,0.808079487818113,0.864026706713483,0.787306827277413,False,0,,BIN1/ITIH3
Whole-body FFM,GO Molecular Function,GO:0003779,actin binding,6/337,441/18737,6,0.808188246075536,0.864026706713483,0.787306827277413,False,0,,MACF1/BIN1/CLASP2/BCL7B/PLEC/CTNNAL1
Whole-body FFM,GO Molecular Function,GO:0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",1/337,92/18737,1,0.812478270839058,0.867036702819176,0.790049555558469,False,0,,IDUA
Whole-body FFM,GO Molecular Function,GO:0005525,GTP binding,5/337,380/18737,5,0.816711229993086,0.8699750058622,0.792726956648514,False,0,,GNAT2/DNM3/RAB28/ARL15/GNA12
Whole-body FFM,GO Molecular Function,GO:0030414,peptidase inhibitor activity,2/337,176/18737,2,0.82821341754632,0.879250687578496,0.801179018935651,False,0,,BIN1/ITIH3
Whole-body FFM,GO Molecular Function,GO:0140097,"catalytic activity, acting on DNA",3/337,249/18737,3,0.828409661425998,0.879250687578496,0.801179018935651,False,0,,DNMT3A/FTO/ATAD5
Whole-body FFM,GO Molecular Function,GO:0015171,amino acid transmembrane transporter activity,1/337,99/18737,1,0.834958863559215,0.884605066257331,0.806057964061907,False,0,,SLC38A9
Whole-body FFM,GO Molecular Function,GO:0004867,serine-type endopeptidase inhibitor activity,1/337,102/18737,1,0.843750923573377,0.890710131169023,0.811620939428988,False,0,,ITIH3
Whole-body FFM,GO Molecular Function,GO:0005253,monoatomic anion channel activity,1/337,102/18737,1,0.843750923573377,0.890710131169023,0.811620939428988,False,0,,ANO1
Whole-body FFM,GO Molecular Function,GO:0004722,protein serine/threonine phosphatase activity,1/337,105/18737,1,0.852075929273441,0.897038643613074,0.817387521659604,False,0,,MTMR3
Whole-body FFM,GO Molecular Function,GO:0031406,carboxylic acid binding,2/337,187/18737,2,0.852796941802225,0.897038643613074,0.817387521659604,False,0,,CPS1/SLC38A9
Whole-body FFM,GO Molecular Function,GO:0061135,endopeptidase regulator activity,2/337,189/18737,2,0.856907405020395,0.899752775271415,0.819860656307107,False,0,,BIN1/ITIH3
Whole-body FFM,GO Molecular Function,GO:0008514,organic anion transmembrane transporter activity,3/337,268/18737,3,0.863635287188308,0.903660210029707,0.823421136600647,False,0,,SLC38A9/SLC35A1/SLC25A16
Whole-body FFM,GO Molecular Function,GO:0004857,enzyme inhibitor activity,5/337,410/18737,5,0.863702445640639,0.903660210029707,0.823421136600647,False,0,,GCKR/BIN1/ITIH3/HEXIM2/RPTOR
Whole-body FFM,GO Molecular Function,GO:0008236,serine-type peptidase activity,2/337,195/18737,2,0.868618492524067,0.905580981567644,0.825171356279862,False,0,,CPVL/RELN
Whole-body FFM,GO Molecular Function,GO:0052689,carboxylic ester hydrolase activity,2/337,195/18737,2,0.868618492524067,0.905580981567644,0.825171356279862,False,0,,PLCL1/PLCE1
Whole-body FFM,GO Molecular Function,GO:0003774,cytoskeletal motor activity,1/337,113/18737,1,0.872176610172847,0.907681144746255,0.827085038803874,False,0,,KIF1A
Whole-body FFM,GO Molecular Function,GO:0017171,serine hydrolase activity,2/337,199/18737,2,0.875930897818515,0.908372782922904,0.827715264066879,False,0,,CPVL/RELN
Whole-body FFM,GO Molecular Function,GO:0043177,organic acid binding,2/337,199/18737,2,0.875930897818515,0.908372782922904,0.827715264066879,False,0,,CPS1/SLC38A9
Whole-body FFM,GO Molecular Function,GO:0015294,solute:monoatomic cation symporter activity,1/337,116/18737,1,0.878991034794356,0.909941423343453,0.829144619552126,False,0,,SLC12A4
Whole-body FFM,GO Molecular Function,GO:0030246,carbohydrate binding,3/337,280/18737,3,0.882469396569599,0.911936740216036,0.830962765431368,False,0,,VCAN/ACAN/PKD1
Whole-body FFM,GO Molecular Function,GO:0051082,unfolded protein binding,1/337,122/18737,1,0.891552293240565,0.919162091518541,0.837546553138091,False,0,,HSPA5
Whole-body FFM,GO Molecular Function,GO:0008094,"ATP-dependent activity, acting on DNA",1/337,123/18737,1,0.893515595801829,0.919162091518541,0.837546553138091,False,0,,ATAD5
Whole-body FFM,GO Molecular Function,GO:0004518,nuclease activity,2/337,210/18737,2,0.894150878143887,0.919162091518541,0.837546553138091,False,0,,DIS3L2/EXOSC9
Whole-body FFM,GO Molecular Function,GO:0045182,translation regulator activity,5/337,438/18737,5,0.898029512569082,0.921538138552565,0.83971162284865,False,0,,EIF5A2/EIF4G1/IGF2BP2/IGF2BP3/CELF4
Whole-body FFM,GO Molecular Function,GO:0016798,"hydrolase activity, acting on glycosyl bonds",1/337,131/18737,1,0.907998358842862,0.930144660278054,0.847553942143805,False,0,,IDUA
Whole-body FFM,GO Molecular Function,GO:0140101,"catalytic activity, acting on a tRNA",1/337,139/18737,1,0.920516389112888,0.941328063997179,0.857744333287798,False,0,,FTO
Whole-body FFM,GO Molecular Function,GO:0061134,peptidase regulator activity,2/337,235/18737,2,0.926712580543039,0.946019092637686,0.862018829489048,False,0,,BIN1/ITIH3
Whole-body FFM,GO Molecular Function,GO:0008194,UDP-glycosyltransferase activity,1/337,145/18737,1,0.928776878814148,0.946483197127762,0.862441724557879,False,0,,B4GALNT3
Whole-body FFM,GO Molecular Function,GO:0015293,symporter activity,1/337,147/18737,1,0.931335537688688,0.947448609274997,0.863321414466476,False,0,,SLC12A4
Whole-body FFM,GO Molecular Function,GO:0005506,iron ion binding,1/337,153/18737,1,0.938474558809663,0.9530622462523,0.868436597462264,False,0,,FTO
Whole-body FFM,GO Molecular Function,GO:0016757,glycosyltransferase activity,2/337,267/18737,2,0.954751207125011,0.967920189292253,0.881975253042887,False,0,,PARP12/B4GALNT3
Whole-body FFM,GO Molecular Function,GO:0003823,antigen binding,1/337,177/18737,1,0.960354845084137,0.970014467756957,0.883883573376819,False,0,,HLA-DQB1
Whole-body FFM,GO Molecular Function,GO:0016853,isomerase activity,1/337,180/18737,1,0.962475533123207,0.970014467756957,0.883883573376819,False,0,,GNPDA2
Whole-body FFM,GO Molecular Function,GO:0015078,proton transmembrane transporter activity,1/337,185/18737,1,0.965761618571949,0.970014467756957,0.883883573376819,False,0,,COX7A2L
Whole-body FFM,GO Molecular Function,GO:0046943,carboxylic acid transmembrane transporter activity,1/337,185/18737,1,0.965761618571949,0.970014467756957,0.883883573376819,False,0,,SLC38A9
Whole-body FFM,GO Molecular Function,GO:0005342,organic acid transmembrane transporter activity,1/337,186/18737,1,0.966383564159554,0.970014467756957,0.883883573376819,False,0,,SLC38A9
Whole-body FFM,GO Molecular Function,GO:0022853,active monoatomic ion transmembrane transporter activity,2/337,287/18737,2,0.966715098819008,0.970014467756957,0.883883573376819,False,0,,COX7A2L/SLC12A4
Whole-body FFM,GO Molecular Function,GO:0016758,hexosyltransferase activity,1/337,197/18737,1,0.972524480780468,0.97418125161655,0.887680374280029,False,0,,B4GALNT3
Whole-body FFM,GO Molecular Function,GO:0030371,translation repressor activity,1/337,333/18737,1,0.99775371087634,0.99775371087634,0.909159754450514,False,0,,CELF4
Whole-body FFM,GO Cellular Component,GO:0017053,transcription repressor complex,9/342,79/19960,9,8.21654825334321e-06,0.0032291034635638,0.0030357983546562,True,1,Whole-body FFM,BIN1/SP3/REST/FOXO3/HEY2/JAZF1/CTBP2/NCOR2/TP53
Whole-body FFM,GO Cellular Component,GO:0010494,cytoplasmic stress granule,8/342,94/19960,8,0.0002118990916433,0.0416381715079234,0.0391455690351711,True,2,Arm FFM;Whole-body FFM,GIGYF2/MBNL1/EIF4G1/IGF2BP2/IGF2BP3/HABP4/DDX6/RPTOR
Whole-body FFM,GO Cellular Component,GO:0036464,cytoplasmic ribonucleoprotein granule,13/342,258/19960,13,0.0005401207238794,0.0707558148282094,0.0665201312567336,False,0,,PCBP1/DIS3L2/GIGYF2/MBNL1/EIF4G1/IGF2BP2/GHR/IGF2BP3/HABP4/DDX6/PSMA6/TNRC6A/RPTOR
Whole-body FFM,GO Cellular Component,GO:0035770,ribonucleoprotein granule,13/342,277/19960,13,0.0010411529951202,0.0836134589520757,0.0786080731007863,False,0,,PCBP1/DIS3L2/GIGYF2/MBNL1/EIF4G1/IGF2BP2/GHR/IGF2BP3/HABP4/DDX6/PSMA6/TNRC6A/RPTOR
Whole-body FFM,GO Cellular Component,GO:0001527,microfibril,3/342,13/19960,3,0.0012552598626226,0.0836134589520757,0.0786080731007863,False,0,,LTBP1/FBN1/ADAMTS10
Whole-body FFM,GO Cellular Component,GO:0000151,ubiquitin ligase complex,15/342,355/19960,15,0.0012765413580469,0.0836134589520757,0.0786080731007863,False,0,,PHC2/DTL/KLHL29/DCUN1D4/ANAPC10/SKP2/ZSWIM6/UBE3D/ANKIB1/SOCS2/CDK8/CDC16/NEDD4/KLHL25/DMAC2
Whole-body FFM,GO Cellular Component,GO:0016592,mediator complex,4/342,37/19960,4,0.0035809523674215,0.201044897199523,0.18900966631052,False,0,,MED20/MED13L/CDK8/MED9
Whole-body FFM,GO Cellular Component,GO:0016328,lateral plasma membrane,5/342,69/19960,5,0.0065834122600643,0.32341012727566,0.304049697800339,False,0,,APC/GNA12/AXIN1/PKD1/ATP1B2
Whole-body FFM,GO Cellular Component,GO:0000932,P-body,6/342,100/19960,6,0.0075029111436598,0.327627119939813,0.308014246950246,False,0,,DIS3L2/IGF2BP2/IGF2BP3/DDX6/PSMA6/TNRC6A
Whole-body FFM,GO Cellular Component,GO:0072534,perineuronal net,2/342,10/19960,2,0.0120283302968725,0.363819804064155,0.342040313985586,False,0,,VCAN/ACAN
Whole-body FFM,GO Cellular Component,GO:0005635,nuclear envelope,16/342,498/19960,16,0.0124477032869746,0.363819804064155,0.342040313985586,False,0,,MTOR/FAF1/IPO9/DTL/TMEM18/BIN1/PCYT1A/PRKG2/HABP4/CCND2/XPO4/EDNRB/MTA1/SMAD3/PML/PAK5
Whole-body FFM,GO Cellular Component,GO:0016514,SWI/SNF complex,3/342,30/19960,3,0.0143773427252704,0.363819804064155,0.342040313985586,False,0,,BCL7B/DPF3/SS18
Whole-body FFM,GO Cellular Component,GO:0098966,perisynaptic extracellular matrix,2/342,11/19960,2,0.0145362117087725,0.363819804064155,0.342040313985586,False,0,,VCAN/ACAN
Whole-body FFM,GO Cellular Component,GO:0005921,gap junction,3/342,31/19960,3,0.0157196603457267,0.363819804064155,0.342040313985586,False,0,,GJC3/CCN3/GJC1
Whole-body FFM,GO Cellular Component,GO:0030877,beta-catenin destruction complex,2/342,12/19960,2,0.0172478639854051,0.363819804064155,0.342040313985586,False,0,,APC/AXIN1
Whole-body FFM,GO Cellular Component,GO:0038201,TOR complex,2/342,12/19960,2,0.0172478639854051,0.363819804064155,0.342040313985586,False,0,,MTOR/RPTOR
Whole-body FFM,GO Cellular Component,GO:0099535,synapse-associated extracellular matrix,2/342,12/19960,2,0.0172478639854051,0.363819804064155,0.342040313985586,False,0,,VCAN/ACAN
Whole-body FFM,GO Cellular Component,GO:0031461,cullin-RING ubiquitin ligase complex,9/342,230/19960,9,0.0180490305725509,0.363819804064155,0.342040313985586,False,0,,DTL/KLHL29/ANAPC10/SKP2/ZSWIM6/SOCS2/CDC16/KLHL25/DMAC2
Whole-body FFM,GO Cellular Component,GO:0000307,cyclin-dependent protein kinase holoenzyme complex,4/342,59/19960,4,0.0184162699547128,0.363819804064155,0.342040313985586,False,0,,CDK6/CCND2/CDK8/CCNE1
Whole-body FFM,GO Cellular Component,GO:1990909,Wnt signalosome,2/342,13/19960,2,0.0201556101895473,0.363819804064155,0.342040313985586,False,0,,APC/AXIN1
Whole-body FFM,GO Cellular Component,GO:0031253,cell projection membrane,12/342,358/19960,12,0.0211759509108193,0.363819804064155,0.342040313985586,False,0,,MACF1/GNAT2/CYBRD1/CLASP2/APC/GNA12/PTCH1/PLEKHA1/PTPRJ/PKD1/PIEZO1/ATP1B2
Whole-body FFM,GO Cellular Component,GO:0070603,SWI/SNF superfamily-type complex,5/342,94/19960,5,0.0228164932948953,0.363819804064155,0.342040313985586,False,0,,BCL7B/DPF3/MTA1/SS18/INO80C
Whole-body FFM,GO Cellular Component,GO:0000791,euchromatin,4/342,63/19960,4,0.0228642805105839,0.363819804064155,0.342040313985586,False,0,,DNMT3A/SETD5/ICE1/ESR1
Whole-body FFM,GO Cellular Component,GO:0140288,GBAF complex,2/342,14/19960,2,0.0232519752975837,0.363819804064155,0.342040313985586,False,0,,BCL7B/SS18
Whole-body FFM,GO Cellular Component,GO:0030134,COPII-coated ER to Golgi transport vesicle,5/342,95/19960,5,0.0237579221075294,0.363819804064155,0.342040313985586,False,0,,SEC16B/CNIH3/HLA-DQB1/SEC16A/ERGIC2
Whole-body FFM,GO Cellular Component,GO:0012507,ER to Golgi transport vesicle membrane,4/342,64/19960,4,0.0240695035767634,0.363819804064155,0.342040313985586,False,0,,SEC16B/CNIH3/HLA-DQB1/SEC16A
Whole-body FFM,GO Cellular Component,GO:0090571,RNA polymerase II transcription repressor complex,2/342,15/19960,2,0.026529681567259,0.386154253923437,0.363037747762492,False,0,,BIN1/FOXO3
Whole-body FFM,GO Cellular Component,GO:0005793,endoplasmic reticulum-Golgi intermediate compartment,6/342,135/19960,6,0.0289402502107685,0.392759536454444,0.369247615630132,False,0,,CNIH3/COPG1/LRPAP1/HSPA5/ERGIC2/PIEZO1
Whole-body FFM,GO Cellular Component,GO:0032587,ruffle membrane,5/342,101/19960,5,0.0299318678288285,0.392759536454444,0.369247615630132,False,0,,MACF1/CLASP2/APC/PLEKHA1/PTPRJ
Whole-body FFM,GO Cellular Component,GO:0000176,nuclear exosome (RNase complex),2/342,16/19960,2,0.029981644004156,0.392759536454444,0.369247615630132,False,0,,EXOSC9/MPHOSPH6
Whole-body FFM,GO Cellular Component,GO:1902554,serine/threonine protein kinase complex,6/342,139/19960,6,0.0327222087510691,0.414833162553876,0.389999839443982,False,0,,ACVR2B/CDK6/PARD3/CCND2/CDK8/CCNE1
Whole-body FFM,GO Cellular Component,GO:0031045,dense core granule,3/342,42/19960,3,0.0350072279666163,0.416856384987338,0.391901944905734,False,0,,KIF1A/VPS13C/GRP
Whole-body FFM,GO Cellular Component,GO:0005796,Golgi lumen,5/342,106/19960,5,0.0357828969462254,0.416856384987338,0.391901944905734,False,0,,WNT4/LRPAP1/VCAN/MMP16/ACAN
Whole-body FFM,GO Cellular Component,GO:0061695,"transferase complex, transferring phosphorus-containing groups",10/342,302/19960,10,0.036063911169388,0.416856384987338,0.391901944905734,False,0,,ACVR2B/PIK3R1/SUPT3H/CDK6/PEX2/PARD3/POLR2L/CCND2/CDK8/CCNE1
Whole-body FFM,GO Cellular Component,GO:0016605,PML body,5/342,109/19960,5,0.0396090432347249,0.44322542877399,0.416692448104113,False,0,,MTOR/SP3/SLF2/PML/TP53
Whole-body FFM,GO Cellular Component,GO:0001726,ruffle,7/342,185/19960,7,0.0406008026357853,0.44322542877399,0.416692448104113,False,0,,MACF1/CLASP2/ARHGEF26/APC/CDK6/PLEKHA1/PTPRJ
Whole-body FFM,GO Cellular Component,GO:0001650,fibrillar center,6/342,150/19960,6,0.0447264892124675,0.46430390908722,0.436509098940978,False,0,,FHIT/PTPN13/RREB1/AGER/JAZF1/NFIC
Whole-body FFM,GO Cellular Component,GO:0005788,endoplasmic reticulum lumen,10/342,314/19960,10,0.0449512853728911,0.46430390908722,0.436509098940978,False,0,,WNT4/LAMC1/MATN3/LTBP1/LRPAP1/VCAN/STC2/HSPA5/BDNF/FBN1
Whole-body FFM,GO Cellular Component,GO:0000152,nuclear ubiquitin ligase complex,3/342,47/19960,3,0.0464829221099247,0.46430390908722,0.436509098940978,False,0,,PHC2/ANAPC10/CDC16
Whole-body FFM,GO Cellular Component,GO:1902911,protein kinase complex,6/342,153/19960,6,0.0484196562984053,0.46430390908722,0.436509098940978,False,0,,ACVR2B/CDK6/PARD3/CCND2/CDK8/CCNE1
Whole-body FFM,GO Cellular Component,GO:0005828,kinetochore microtubule,2/342,21/19960,2,0.0496202650932907,0.46430390908722,0.436509098940978,False,0,,CLASP2/KNTC1
Whole-body FFM,GO Cellular Component,GO:0005922,connexin complex,2/342,21/19960,2,0.0496202650932907,0.46430390908722,0.436509098940978,False,0,,GJC3/GJC1
Whole-body FFM,GO Cellular Component,GO:0000118,histone deacetylase complex,4/342,82/19960,4,0.0523555422612091,0.47141857608943,0.443197857794,False,0,,ARID4B/SETD5/KDM3B/MTA1
