Trait,Database,Pathway_ID,Pathway_Name,GeneRatio,BgRatio,Gene_Count,P_value,FDR,Q_value,FDR_Significant_0.05,N_Traits_FDR_Significant,Traits_FDR_Significant,Entrez_Gene_IDs
Arm FFM,KEGG,hsa04917,Prolactin signaling pathway,5/145,71/9422,5,0.0046451474466389,0.0378481707805647,0.0282014755668312,True,3,Arm FFM;Leg FFM;Trunk FFM,PIK3R1/FOXO3/ESR1/CCND2/SOCS2
Arm FFM,KEGG,hsa05225,Hepatocellular carcinoma,8/145,170/9422,8,0.0046778638043394,0.0378481707805647,0.0282014755668312,True,3,Arm FFM;Leg FFM;Whole-body FFM,MTOR/TGFB2/PIK3R1/BAK1/CDK6/SMAD3/AXIN1/TP53
Arm FFM,KEGG,hsa05162,Measles,7/145,136/9422,7,0.0049555701198805,0.0389158006472972,0.0289969892463598,True,2,Arm FFM;Leg FFM,PIK3R1/BAK1/CCND3/CDK6/CCND2/TP53/CCNE1
Arm FFM,KEGG,hsa04930,Type II diabetes mellitus,4/145,47/9422,4,0.0057468952097044,0.0434928080914733,0.0324074146630729,True,3,Arm FFM;Leg FFM;Trunk FFM,MTOR/PIK3R1/SOCS2/INSR
Arm FFM,KEGG,hsa04115,p53 signaling pathway,5/145,75/9422,5,0.0058641988437941,0.0434928080914733,0.0324074146630729,True,3,Arm FFM;Leg FFM;Trunk FFM,CCND3/CDK6/CCND2/TP53/CCNE1
Arm FFM,KEGG,hsa04971,Gastric acid secretion,5/145,76/9422,5,0.0062010688753403,0.0435706681504177,0.0324654298459647,True,3,Arm FFM;Leg FFM;Trunk FFM,ADCY4/ADCY9/ATP1B2/KCNJ2/KCNJ15
Arm FFM,KEGG,hsa05214,Glioma,5/145,76/9422,5,0.0062010688753403,0.0435706681504177,0.0324654298459647,True,3,Arm FFM;Leg FFM;Trunk FFM,MTOR/PIK3R1/BAK1/CDK6/TP53
Arm FFM,KEGG,hsa04550,Signaling pathways regulating pluripotency of stem cells,7/145,144/9422,7,0.0067416889107192,0.046154639465693,0.0343908017307943,True,4,Arm FFM;Leg FFM;Trunk FFM;Whole-body FFM,ACVR2B/REST/PIK3R1/FGFR4/ID4/SMAD3/AXIN1
Arm FFM,KEGG,hsa04024,cAMP signaling pathway,9/145,226/9422,9,0.008105032955678,0.0529661887812433,0.0394662317352848,False,2,Leg FFM;Trunk FFM,HTR1F/PIK3R1/PTCH1/PLCE1/BDNF/ADCY4/ADCY9/ATP1B2/GIPR
Arm FFM,KEGG,hsa04913,Ovarian steroidogenesis,4/145,52/9422,4,0.0082228370535603,0.0529661887812433,0.0394662317352848,False,2,Leg FFM;Trunk FFM,BMP6/ADCY4/ADCY9/INSR
Arm FFM,KEGG,hsa05163,Human cytomegalovirus infection,9/145,227/9422,9,0.0083317600330045,0.0529661887812433,0.0394662317352848,False,1,Leg FFM,MTOR/PPP3R1/PIK3R1/BAK1/GNA12/CDK6/ADCY4/ADCY9/TP53
Arm FFM,KEGG,hsa04961,Endocrine and other factor-regulated calcium reabsorption,4/145,53/9422,4,0.0087898838688284,0.0543036495960662,0.0404628021827578,False,1,Leg FFM,DNM3/ESR1/ADCY9/ATP1B2
Arm FFM,KEGG,hsa03083,Polycomb repressive complex,5/145,83/9422,5,0.008948916038303,0.0543036495960662,0.0404628021827578,False,3,Leg FFM;Trunk FFM;Whole-body FFM,PHC2/SCMH1/RYBP/L3MBTL3/KDM2A
Arm FFM,KEGG,hsa04722,Neurotrophin signaling pathway,6/145,120/9422,6,0.0104238136303153,0.0618479608732042,0.046084228681394,False,3,Leg FFM;Trunk FFM;Whole-body FFM,PIK3R1/FOXO3/BDNF/RPS6KA5/MAP2K5/TP53
Arm FFM,KEGG,hsa04014,Ras signaling pathway,9/145,239/9422,9,0.0114456229867693,0.0664343769014654,0.0495016646338536,False,2,Trunk FFM;Whole-body FFM,PIK3R1/FGFR4/PLCE1/BDNF/BRAP/FLT3/RASGRF1/NF1/INSR
Arm FFM,KEGG,hsa04540,Gap junction,5/145,90/9422,5,0.01244159819,0.0706788663134043,0.0526643238053752,False,0,,PRKG2/PRKG1/ADCY4/MAP2K5/ADCY9
Arm FFM,KEGG,hsa04611,Platelet activation,6/145,126/9422,6,0.0130469705008413,0.0725737734109297,0.0540762593126975,False,0,,PRKG2/PIK3R1/TBXAS1/PRKG1/ADCY4/ADCY9
Arm FFM,KEGG,hsa04970,Salivary secretion,5/145,93/9422,5,0.0141869548712818,0.0773044275639234,0.0576011701540766,False,0,,PRKG2/PRKG1/ADCY4/ADCY9/ATP1B2
Arm FFM,KEGG,hsa04630,JAK-STAT signaling pathway,7/145,168/9422,7,0.0149742705858174,0.079962604928265,0.059581834541463,False,0,,MTOR/GHR/PIK3R1/CCND3/CCND2/SOCS2/GH1
Arm FFM,KEGG,hsa05217,Basal cell carcinoma,4/145,63/9422,4,0.0158978325974745,0.0832298294808958,0.0620163129189407,False,3,Leg FFM;Trunk FFM;Whole-body FFM,BAK1/PTCH1/AXIN1/TP53
Arm FFM,KEGG,hsa04015,Rap1 signaling pathway,8/145,212/9422,8,0.0165624495643144,0.084434591476237,0.0629140066588165,False,2,Trunk FFM;Whole-body FFM,PIK3R1/FGFR4/PARD3/PLCE1/ADCY4/ADCY9/SKAP1/INSR
Arm FFM,KEGG,hsa04713,Circadian entrainment,5/145,97/9422,5,0.0167604245252455,0.084434591476237,0.0629140066588165,False,1,Leg FFM,PRKG2/PRKG1/ADCY4/RPS6KA5/ADCY9
Arm FFM,KEGG,hsa05216,Thyroid cancer,3/145,37/9422,3,0.0189339980155347,0.0934029903672162,0.0695965510719648,False,0,,BAK1/RXRA/TP53
Arm FFM,KEGG,hsa04114,Oocyte meiosis,6/145,138/9422,6,0.0196209103114868,0.0934029903672162,0.0695965510719648,False,1,Leg FFM,YWHAQ/PPP3R1/ANAPC10/ADCY4/ADCY9/CCNE1
Arm FFM,KEGG,hsa04933,AGE-RAGE signaling pathway in diabetic complications,5/145,101/9422,5,0.0196271734804465,0.0934029903672162,0.0695965510719648,False,0,,TGFB2/PIK3R1/PLCE1/SMAD3/ICAM1
Arm FFM,KEGG,hsa04310,Wnt signaling pathway,7/145,178/9422,7,0.0199399642356978,0.0934029903672162,0.0695965510719648,False,2,Leg FFM;Whole-body FFM,PPP3R1/CCND3/ANKRD6/CCND2/SMAD3/AXIN1/TP53
Arm FFM,KEGG,hsa04960,Aldosterone-regulated sodium reabsorption,3/145,38/9422,3,0.0203301264666635,0.0935886856310199,0.069734916555343,False,1,Trunk FFM,PIK3R1/ATP1B2/INSR
Arm FFM,KEGG,hsa04924,Renin secretion,4/145,69/9422,4,0.0215083005230551,0.0973341735534868,0.0725257591232367,False,0,,PPP3R1/PDE1A/PRKG2/KCNJ2
Arm FFM,KEGG,hsa05230,Central carbon metabolism in cancer,4/145,71/9422,4,0.023615680494813,0.103476546193817,0.0771025713803722,False,1,Leg FFM,MTOR/PIK3R1/FLT3/TP53
Arm FFM,KEGG,hsa05215,Prostate cancer,5/145,106/9422,5,0.0236407090555162,0.103476546193817,0.0771025713803722,False,3,Leg FFM;Trunk FFM;Whole-body FFM,MTOR/ETV5/PIK3R1/TP53/CCNE1
Arm FFM,KEGG,hsa05218,Melanoma,4/145,73/9422,4,0.0258443463799413,0.111297427152328,0.0829300758201852,False,3,Leg FFM;Trunk FFM;Whole-body FFM,PIK3R1/BAK1/CDK6/TP53
Arm FFM,KEGG,hsa04659,Th17 cell differentiation,5/145,109/9422,5,0.0262859502620298,0.111402360634317,0.0830082639853573,False,0,,MTOR/PPP3R1/HLA-DQA1/RXRA/SMAD3
Arm FFM,KEGG,hsa04714,Thermogenesis,8/145,234/9422,8,0.0279610764200573,0.115818750816205,0.0862990100700285,False,2,Leg FFM;Whole-body FFM,MTOR/COX7A2L/PRKG2/PRKG1/ADCY4/COX8C/ADCY9/RPTOR
Arm FFM,KEGG,hsa04918,Thyroid hormone synthesis,4/145,75/9422,4,0.0281955760413982,0.115818750816205,0.0862990100700285,False,0,,HSPA5/ADCY4/ADCY9/ATP1B2
Arm FFM,KEGG,hsa05167,Kaposi sarcoma-associated herpesvirus infection,7/145,196/9422,7,0.0315921343356687,0.127804543448842,0.0952298786194799,False,0,,MTOR/PPP3R1/PIK3R1/BAK1/CDK6/TP53/ICAM1
Arm FFM,KEGG,hsa04928,"Parathyroid hormone synthesis, secretion and action",5/145,115/9422,5,0.0321272760774266,0.128029592726461,0.0953975676140396,False,1,Trunk FFM,GNA12/MMP16/RXRA/ADCY4/ADCY9
Arm FFM,KEGG,hsa05160,Hepatitis C,6/145,156/9422,6,0.0332291216169201,0.13047316870173,0.0972183279504319,False,0,,YWHAQ/PIK3R1/BAK1/CDK6/RXRA/TP53
Arm FFM,KEGG,hsa04932,Non-alcoholic fatty liver disease,6/145,157/9422,6,0.034127918183209,0.132036590992592,0.0983832670908728,False,0,,COX7A2L/PIK3R1/MLXIPL/RXRA/COX8C/INSR
Arm FFM,KEGG,hsa01521,EGFR tyrosine kinase inhibitor resistance,4/145,80/9422,4,0.034616334717159,0.132036590992592,0.0983832670908728,False,1,Trunk FFM,MTOR/PIK3R1/FOXO3/NF1
Arm FFM,KEGG,hsa05205,Proteoglycans in cancer,7/145,204/9422,7,0.0379954202724689,0.142884186095059,0.106466040496614,False,3,Leg FFM;Trunk FFM;Whole-body FFM,MTOR/TGFB2/PIK3R1/ESR1/PTCH1/PLCE1/TP53
Arm FFM,KEGG,hsa05415,Diabetic cardiomyopathy,7/145,205/9422,7,0.0388516798338566,0.143952388144448,0.107261980521587,False,0,,MTOR/TGFB2/COX7A2L/PIK3R1/COX8C/SMAD3/INSR
Arm FFM,KEGG,hsa05161,Hepatitis B,6/145,163/9422,6,0.0398516825383703,0.143952388144448,0.107261980521587,False,0,,TGFB2/YWHAQ/PIK3R1/SMAD3/TP53/CCNE1
Arm FFM,KEGG,hsa04152,AMPK signaling pathway,5/145,122/9422,5,0.0398969165643787,0.143952388144448,0.107261980521587,False,1,Trunk FFM,MTOR/PIK3R1/FOXO3/RPTOR/INSR
Arm FFM,KEGG,hsa05131,Shigellosis,8/145,253/9422,8,0.0414567261243121,0.147585945002551,0.109969420877123,False,0,,MTOR/PIK3R1/FOXO3/PLCE1/RPS6KA5/TP53/CYTH1/RPTOR
Arm FFM,KEGG,hsa04140,Autophagy - animal,6/145,169/9422,6,0.0461531819496749,0.162143415533726,0.120816501225603,False,0,,MTOR/PIK3R1/VPS33A/ZFYVE1/RPTOR/MTMR3
Arm FFM,KEGG,hsa00230,Purine metabolism,5/145,128/9422,5,0.0473945104135057,0.164342003641637,0.122454715900924,False,0,,PDE1A/FHIT/NT5C2/ADCY4/ADCY9
Arm FFM,KEGG,hsa04976,Bile secretion,4/145,90/9422,4,0.0498102755303666,0.169147512906701,0.126035402875484,False,0,,RXRA/ADCY4/ADCY9/ATP1B2
Arm FFM,KEGG,hsa05207,Chemical carcinogenesis - receptor activation,7/145,217/9422,7,0.0501249591065388,0.169147512906701,0.126035402875484,False,0,,MTOR/PIK3R1/CCND3/ESR1/RXRA/ADCY4/ADCY9
Arm FFM,KEGG,hsa05164,Influenza A,6/145,173/9422,6,0.0506809027435809,0.169147512906701,0.126035402875484,False,0,,PIK3R1/HLA-DQA1/BAK1/CCND3/CDK6/ICAM1
Arm FFM,KEGG,hsa05032,Morphine addiction,4/145,91/9422,4,0.0515024163457308,0.169767224250742,0.126497162954427,False,1,Trunk FFM,PDE1A/OPRM1/ADCY4/ADCY9
Arm FFM,KEGG,hsa04520,Adherens junction,4/145,93/9422,4,0.0549803572159591,0.179021407032452,0.133392651011762,False,1,Leg FFM,PARD3/PTPRJ/SMAD3/INSR
Arm FFM,KEGG,hsa04080,Neuroactive ligand-receptor interaction,10/145,371/9422,10,0.0600295069205407,0.193106968045595,0.143888101559698,False,0,,HCRTR1/HTR1F/GHR/OPRM1/CALCR/EDNRB/GH1/MC4R/GALR1/GIPR
Arm FFM,KEGG,hsa04910,Insulin signaling pathway,5/145,138/9422,5,0.0616336434832725,0.195906938214688,0.145974418776172,False,0,,MTOR/PIK3R1/SOCS2/RPTOR/INSR
Arm FFM,KEGG,hsa04915,Estrogen signaling pathway,5/145,139/9422,5,0.063177643239404,0.198452126410834,0.147870892535571,False,0,,PIK3R1/ESR1/OPRM1/ADCY4/ADCY9
Arm FFM,KEGG,hsa04730,Long-term depression,3/145,60/9422,3,0.0647529597338336,0.201035351731786,0.149795708564193,False,0,,PRKG2/GNA12/PRKG1
Arm FFM,KEGG,hsa05418,Fluid shear stress and atherosclerosis,5/145,142/9422,5,0.0679401470859739,0.208505968643161,0.155362223826365,False,0,,ACVR2B/PIK3R1/MAP2K5/TP53/ICAM1
Arm FFM,KEGG,hsa05321,Inflammatory bowel disease,3/145,66/9422,3,0.0811247048078533,0.246139729360191,0.183403937902922,False,0,,TGFB2/HLA-DQA1/SMAD3
Arm FFM,KEGG,hsa04136,Autophagy - other,2/145,32/9422,2,0.0864596382820072,0.25305563554395,0.188557126425415,False,0,,MTOR/RPTOR
Arm FFM,KEGG,hsa05221,Acute myeloid leukemia,3/145,68/9422,3,0.0869437500254726,0.25305563554395,0.188557126425415,False,1,Trunk FFM,MTOR/PIK3R1/FLT3
Arm FFM,KEGG,hsa04931,Insulin resistance,4/145,109/9422,4,0.0871924466608296,0.25305563554395,0.188557126425415,False,1,Trunk FFM,MTOR/PIK3R1/MLXIPL/INSR
Arm FFM,KEGG,hsa04060,Cytokine-cytokine receptor interaction,8/145,298/9422,8,0.0888738989693977,0.25305563554395,0.188557126425415,False,0,,TGFB2/IL1RN/IL17RC/ACVR2B/GHR/BMP6/GH1/GDF5
Arm FFM,KEGG,hsa04921,Oxytocin signaling pathway,5/145,154/9422,5,0.0889240258543063,0.25305563554395,0.188557126425415,False,0,,PPP3R1/ADCY4/MAP2K5/ADCY9/KCNJ2
Arm FFM,KEGG,hsa04914,Progesterone-mediated oocyte maturation,4/145,110/9422,4,0.0894560075787991,0.25305563554395,0.188557126425415,False,1,Leg FFM,ANAPC10/PIK3R1/ADCY4/ADCY9
Arm FFM,KEGG,hsa04934,Cushing syndrome,5/145,155/9422,5,0.0908099639460513,0.25305563554395,0.188557126425415,False,0,,CDK6/ADCY4/AXIN1/ADCY9/CCNE1
Arm FFM,KEGG,hsa04144,Endocytosis,7/145,250/9422,7,0.0909862959259147,0.25305563554395,0.188557126425415,False,0,,DNM3/FGFR4/CHMP7/PARD3/WASHC3/SMAD3/CYTH1
Arm FFM,KEGG,hsa05416,Viral myocarditis,3/145,70/9422,3,0.0929347082169645,0.253675813603709,0.189019234264147,False,0,,EIF4G1/HLA-DQA1/ICAM1
Arm FFM,KEGG,hsa04510,Focal adhesion,6/145,203/9422,6,0.093109474656043,0.253675813603709,0.189019234264147,False,0,,LAMC1/PIK3R1/CCND3/RELN/CCND2/RASGRF1
Arm FFM,KEGG,hsa04150,mTOR signaling pathway,5/145,158/9422,5,0.0965916362408694,0.258809969688076,0.192844802960956,False,1,Trunk FFM,MTOR/SLC38A9/PIK3R1/RPTOR/INSR
Arm FFM,KEGG,hsa04020,Calcium signaling pathway,7/145,254/9422,7,0.0969325729168825,0.258809969688076,0.192844802960956,False,0,,PPP3R1/PDE1A/FGFR4/PLCE1/EDNRB/ADCY4/ADCY9
Arm FFM,KEGG,hsa04156,Integrated stress response (ISR) signaling pathway,3/145,72/9422,3,0.0990919498699821,0.261955946685992,0.195188937211325,False,0,,MTOR/HSPA5/RPTOR
Arm FFM,KEGG,hsa04514,Cell adhesion molecule (CAM) interaction,5/145,160/9422,5,0.100548220643072,0.262314273381755,0.195455934039628,False,0,,NEGR1/VCAN/HLA-DQA1/NRXN3/ICAM1
Arm FFM,KEGG,hsa04725,Cholinergic synapse,4/145,115/9422,4,0.101192397596707,0.262314273381755,0.195455934039628,False,0,,PIK3R1/ADCY4/ADCY9/KCNJ2
Arm FFM,KEGG,hsa01524,Platinum drug resistance,3/145,75/9422,3,0.108626976073144,0.278878871264707,0.207798567589315,False,0,,PIK3R1/BAK1/TP53
Arm FFM,KEGG,hsa05417,Lipid and atherosclerosis,6/145,216/9422,6,0.116062885231443,0.295131336731384,0.21990862464905,False,0,,PPP3R1/PIK3R1/HSPA5/RXRA/TP53/ICAM1
Arm FFM,KEGG,hsa05219,Bladder cancer,2/145,41/9422,2,0.130942943560354,0.329827980477495,0.24576183051546,False,0,,RPS6KA5/TP53
Arm FFM,KEGG,hsa05020,Prion disease,7/145,276/9422,7,0.13334931901635,0.332750169881921,0.2479392158789,False,0,,LAMC1/COX7A2L/PPP3R1/PIK3R1/HSPA5/PSMA6/COX8C
Arm FFM,KEGG,hsa04926,Relaxin signaling pathway,4/145,130/9422,4,0.140304263630371,0.346863318419527,0.258455222476998,False,0,,PIK3R1/EDNRB/ADCY4/ADCY9
Arm FFM,KEGG,hsa05168,Herpes simplex virus 1 infection,5/145,180/9422,5,0.144367492819256,0.352042050331877,0.262314005569583,False,0,,MTOR/PIK3R1/HLA-DQA1/BAK1/TP53
Arm FFM,KEGG,hsa04742,Taste transduction,3/145,86/9422,3,0.146354560250331,0.352042050331877,0.262314005569583,False,0,,PDE1A/HTR1F/ADCY4
Arm FFM,KEGG,hsa04911,Insulin secretion,3/145,86/9422,3,0.146354560250331,0.352042050331877,0.262314005569583,False,0,,ADCY4/ADCY9/ATP1B2
Arm FFM,KEGG,hsa04260,Cardiac muscle contraction,3/145,87/9422,3,0.14997715432944,0.357534823267504,0.266406787295715,False,0,,COX7A2L/COX8C/ATP1B2
Arm FFM,KEGG,hsa04360,Axon guidance,5/145,184/9422,5,0.153995188849873,0.36189519523244,0.269655793017667,False,3,Leg FFM;Trunk FFM;Whole-body FFM,PPP3R1/PIK3R1/SLIT3/PTCH1/PARD3
Arm FFM,KEGG,hsa04270,Vascular smooth muscle contraction,4/145,135/9422,4,0.154517049649806,0.36189519523244,0.269655793017667,False,0,,GNA12/PRKG1/ADCY4/ADCY9
Arm FFM,KEGG,hsa04512,ECM-receptor interaction,3/145,89/9422,3,0.157308088812153,0.365228345329087,0.272139393917593,False,0,,LAMC1/DMP1/RELN
Arm FFM,KEGG,hsa05235,PD-L1 expression and PD-1 checkpoint pathway in cancer,3/145,90/9422,3,0.161014909959801,0.370611904821266,0.276150798388407,False,0,,MTOR/PPP3R1/PIK3R1
Arm FFM,KEGG,hsa04210,Apoptosis,4/145,138/9422,4,0.163296719624589,0.372651488374063,0.277670535394039,False,0,,PTPN13/PIK3R1/BAK1/TP53
Arm FFM,KEGG,hsa04662,B cell receptor signaling pathway,3/145,91/9422,3,0.164748290423917,0.372777911382931,0.277764735861912,False,0,,PPP3R1/BANK1/PIK3R1
Arm FFM,KEGG,hsa04973,Carbohydrate digestion and absorption,2/145,48/9422,2,0.168382456612235,0.376579218808267,0.280597170726444,False,0,,PIK3R1/ATP1B2
Arm FFM,KEGG,hsa04371,Apelin signaling pathway,4/145,140/9422,4,0.169249087104839,0.376579218808267,0.280597170726444,False,0,,MTOR/ADCY4/SMAD3/ADCY9
Arm FFM,KEGG,hsa05030,Cocaine addiction,2/145,49/9422,2,0.173874368694534,0.383342705156281,0.285636787993444,False,0,,DDC/BDNF
Arm FFM,KEGG,hsa04380,Osteoclast differentiation,4/145,142/9422,4,0.175277586676579,0.383342705156281,0.285636787993444,False,0,,TGFB2/PPP3R1/PIK3R1/CALCR
Arm FFM,KEGG,hsa04062,Chemokine signaling pathway,5/145,193/9422,5,0.176596077656264,0.383342705156281,0.285636787993444,False,0,,PIK3R1/FOXO3/PARD3/ADCY4/ADCY9
Arm FFM,KEGG,hsa05144,Malaria,2/145,50/9422,2,0.179395162191506,0.384335498791437,0.286376539608049,False,0,,TGFB2/ICAM1
Arm FFM,KEGG,hsa05323,Rheumatoid arthritis,3/145,95/9422,3,0.179932349621459,0.384335498791437,0.286376539608049,False,0,,TGFB2/HLA-DQA1/ICAM1
Arm FFM,KEGG,hsa05017,Spinocerebellar ataxia,4/145,144/9422,4,0.181379387020065,0.384351558209186,0.286388505821156,False,0,,MTOR/PIK3R1/RELN/PSMA6
Arm FFM,KEGG,hsa04142,Lysosome biogenesis,6/145,250/9422,6,0.187763068821405,0.392432793360885,0.292410005697644,False,0,,MTOR/IDUA/SLC38A9/AP3B1/VPS33A/RPTOR
Arm FFM,KEGG,hsa04070,Phosphatidylinositol signaling system,3/145,98/9422,3,0.191562570331587,0.392432793360885,0.292410005697644,False,0,,PIK3R1/PLCE1/MTMR3
Arm FFM,KEGG,hsa04925,Aldosterone synthesis and secretion,3/145,98/9422,3,0.191562570331587,0.392432793360885,0.292410005697644,False,0,,ADCY4/ADCY9/ATP1B2
Arm FFM,KEGG,hsa04082,Neuroactive ligand signaling,5/145,199/9422,5,0.192328898298246,0.392432793360885,0.292410005697644,False,0,,HTR1F/OPRM1/ADCY4/ADCY9/MC4R
Arm FFM,KEGG,hsa04750,Inflammatory mediator regulation of TRP channels,3/145,99/9422,3,0.19548150380898,0.392432793360885,0.292410005697644,False,0,,PIK3R1/ADCY4/ADCY9
Arm FFM,KEGG,hsa05150,Staphylococcus aureus infection,3/145,99/9422,3,0.19548150380898,0.392432793360885,0.292410005697644,False,0,,LOC110384692/HLA-DQA1/ICAM1
Arm FFM,KEGG,hsa05231,Choline metabolism in cancer,3/145,99/9422,3,0.19548150380898,0.392432793360885,0.292410005697644,False,0,,MTOR/PCYT1A/PIK3R1
Arm FFM,KEGG,hsa05016,Huntington disease,7/145,309/9422,7,0.198702188653455,0.39592152515278,0.295009533821705,False,0,,MTOR/COX7A2L/REST/BDNF/PSMA6/COX8C/TP53
Arm FFM,KEGG,hsa04916,Melanogenesis,3/145,101/9422,3,0.203378295511091,0.402237073344158,0.29971538285845,False,0,,EDNRB/ADCY4/ADCY9
Arm FFM,KEGG,hsa05022,Pathways of neurodegeneration - multiple diseases,10/145,481/9422,10,0.206303505184071,0.405022322677551,0.30179073126772,False,0,,MTOR/COX7A2L/PPP3R1/BAK1/HSPA5/BDNF/PSMA6/ZFYVE1/COX8C/AXIN1
Arm FFM,KEGG,hsa04972,Pancreatic secretion,3/145,103/9422,3,0.211348866419642,0.406238678938943,0.302697064141377,False,0,,ADCY4/ADCY9/ATP1B2
Arm FFM,KEGG,hsa05146,Amoebiasis,3/145,103/9422,3,0.211348866419642,0.406238678938943,0.302697064141377,False,0,,LAMC1/TGFB2/PIK3R1
Arm FFM,KEGG,hsa04261,Adrenergic signaling in cardiomyocytes,4/145,154/9422,4,0.212887672906028,0.406238678938943,0.302697064141377,False,0,,ADCY4/RPS6KA5/ADCY9/ATP1B2
Arm FFM,KEGG,hsa04340,Hedgehog signaling pathway,2/145,56/9422,2,0.213009045136524,0.406238678938943,0.302697064141377,False,0,,PTCH1/CCND2
Arm FFM,KEGG,hsa05414,Dilated cardiomyopathy,3/145,105/9422,3,0.219387544016446,0.413492587123279,0.308102105130297,False,0,,TGFB2/ADCY4/ADCY9
Arm FFM,KEGG,hsa00360,Phenylalanine metabolism,1/145,16/9422,1,0.219909915249085,0.413492587123279,0.308102105130297,False,0,,DDC
Arm FFM,KEGG,hsa04148,Efferocytosis,4/145,157/9422,4,0.222629805054739,0.415679426221086,0.309731565368758,False,0,,DNMT3A/XKR6/RXRA/VPS33A
Arm FFM,KEGG,hsa00910,Nitrogen metabolism,1/145,17/9422,1,0.231935543814775,0.430047154156562,0.320437264480939,False,0,,CPS1
Arm FFM,KEGG,hsa04370,VEGF signaling pathway,2/145,60/9422,2,0.235742686016399,0.434091704595714,0.323450944879125,False,0,,PPP3R1/PIK3R1
Arm FFM,KEGG,hsa04066,HIF-1 signaling pathway,3/145,110/9422,3,0.239745785758125,0.438439210941229,0.326690364154907,False,0,,MTOR/PIK3R1/INSR
Arm FFM,KEGG,hsa04978,Mineral absorption,2/145,61/9422,2,0.241450412840665,0.438552790669779,0.326774994821952,False,0,,CYBRD1/ATP1B2
Arm FFM,KEGG,hsa05145,Toxoplasmosis,3/145,112/9422,3,0.247979481225247,0.447368388426629,0.333343683866086,False,1,Leg FFM,LAMC1/TGFB2/HLA-DQA1
Arm FFM,KEGG,hsa05010,Alzheimer disease,8/145,389/9422,8,0.250034571827483,0.448048528039852,0.333850470331291,False,0,,MTOR/COX7A2L/PPP3R1/PIK3R1/PSMA6/COX8C/AXIN1/INSR
Arm FFM,KEGG,hsa04330,Notch signaling pathway,2/145,63/9422,2,0.2528837775034,0.448695656073252,0.334332659167532,False,0,,HEY2/NCOR2
Arm FFM,KEGG,hsa00531,Glycosaminoglycan degradation,1/145,19/9422,1,0.255437227427469,0.448695656073252,0.334332659167532,False,0,,IDUA
Arm FFM,KEGG,hsa00785,Lipoic acid metabolism,1/145,19/9422,1,0.255437227427469,0.448695656073252,0.334332659167532,False,0,,BCKDHB
Arm FFM,KEGG,hsa00310,Lysine degradation,2/145,64/9422,2,0.258606381508526,0.451293489299193,0.336268359856288,False,0,,CAMKMT/DOT1L
Arm FFM,KEGG,hsa04927,Cortisol synthesis and secretion,2/145,65/9422,2,0.264330985086932,0.4557482705551,0.339587711945255,False,0,,ADCY4/ADCY9
Arm FFM,KEGG,hsa04724,Glutamatergic synapse,3/145,116/9422,3,0.264572966052586,0.4557482705551,0.339587711945255,False,0,,PPP3R1/ADCY4/ADCY9
Arm FFM,KEGG,hsa05208,Chemical carcinogenesis - reactive oxygen species,5/145,227/9422,5,0.271339584750897,0.464408135439035,0.346040361119565,False,0,,COX7A2L/PIK3R1/FOXO3/PTPRJ/COX8C
Arm FFM,KEGG,hsa04668,TNF signaling pathway,3/145,119/9422,3,0.277108489326279,0.471260934077176,0.351146526870042,False,0,,PIK3R1/RPS6KA5/ICAM1
Arm FFM,KEGG,hsa04141,Protein processing in endoplasmic reticulum,4/145,175/9422,4,0.283190393882953,0.478555918776888,0.356582174842625,False,0,,BAK1/HSPA5/DNAJC1/RPN2
Arm FFM,KEGG,hsa05031,Amphetamine addiction,2/145,69/9422,2,0.287221885217233,0.482315995930826,0.359383888156618,False,0,,PPP3R1/DDC
Arm FFM,KEGG,hsa04920,Adipocytokine signaling pathway,2/145,70/9422,2,0.292936213952535,0.485801050467869,0.361980676280021,False,0,,MTOR/RXRA
Arm FFM,KEGG,hsa05211,Renal cell carcinoma,2/145,70/9422,2,0.292936213952535,0.485801050467869,0.361980676280021,False,0,,TGFB2/PIK3R1
Arm FFM,KEGG,hsa00220,Arginine biosynthesis,1/145,23/9422,1,0.300319229777284,0.491933953070766,0.366550432211215,False,0,,CPS1
Arm FFM,KEGG,hsa04964,Proximal tubule bicarbonate reclamation,1/145,23/9422,1,0.300319229777284,0.491933953070766,0.366550432211215,False,0,,ATP1B2
Arm FFM,KEGG,hsa04071,Sphingolipid signaling pathway,3/145,125/9422,3,0.302341160598076,0.492226157802966,0.366768160160696,False,0,,PIK3R1/GNA12/TP53
Arm FFM,KEGG,hsa00534,Glycosaminoglycan biosynthesis - heparan sulfate / heparin,1/145,24/9422,1,0.311113326136715,0.500405169147608,0.372862515154339,False,0,,HS6ST3
Arm FFM,KEGG,hsa00900,Terpenoid backbone biosynthesis,1/145,24/9422,1,0.311113326136715,0.500405169147608,0.372862515154339,False,0,,FNTB
Arm FFM,KEGG,hsa04517,IgSF CAM signaling,6/145,300/9422,6,0.315484650739881,0.50439761525478,0.375837371508588,False,0,,CADM2/PIK3R1/SLIT3/PARD3/CABLES1/ICAM1
Arm FFM,KEGG,hsa04650,Natural killer cell mediated cytotoxicity,3/145,133/9422,3,0.336140153587338,0.525225560863432,0.391356715959743,False,0,,PPP3R1/PIK3R1/ICAM1
Arm FFM,KEGG,hsa00562,Inositol phosphate metabolism,2/145,78/9422,2,0.338347552316518,0.525225560863432,0.391356715959743,False,0,,PLCE1/MTMR3
